GENDER,MARRITAL_STATUS,BVN,MEANS_OF_IDENTIFICATION,EMAIL_ADDRESS,TYPE_OF_LOAN,MONTHLY_INCOME_TOTAL,LOAN_AMOUNT,OUTSTANDING_LOAN_BALANCE,COUNT_OF_CHILDREN,YEAR_OF_BIRTH,YEARS_IN_PRESENT_EMPLOYMENT,OCCUPATION_TYPE,EMPLOYMENT_TYPE,OWN_A_CAR,OWN_A_HOUSE,EDUCATIONAL_QUALIFICATION,HOUSE_TYPE,APARTMENT_TYPE,ACCOMODATION_TYPE,LIVING_REGION_CONDITION,DSTV_OR_GOtv_LASTDAY_RECHARGE,NEPA_LASTDAY_PAY,PHONE_LASTDAY_RECHARGE,TARGET
male,divorced,56787654345,National Driver’s Licence,yes,joint mortgage,40000,31000,0,2,1995,less than one year,Driver,contract,no,yes,Primary School Leaving Certificate,Terraced,four rooms,Official Quarters,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,married,65456787657,Valid INEC Voter’s Card,yes,joint mortgage,60000,32000,0,1,1993,seven years,Laborer,contract,no,yes,Graduate,Mansion,one room,Rented,very good,less than three weeks ago,less than three weeks ago,two months ago,1
male,married,56789876545,Int’l Passport,no,automobile loan,2000,3300,0,1,1992,less than one year,Accountant,permanet,yes,yes,Post Graduate,Semi-detached,five rooms,Living with Parents/Friends/Family,very bad,a month ago,two months ago,less than three weeks ago,1
male,divorced,65456787658,NIN,yes,personal home loan,4999,34000,0,4,1999,above ten years,Accountant,contract,yes,no,Secondary School,Penthouse,Studio,owned,good,three months ago,a month ago,less than three weeks ago,0
female,single,76545676876,National ID Card,yes,personal home loan,10000,35000,0,3,2000,two years,Driver,contract,no,yes,Diploma,Detached,three rooms,Rented,good,less than three weeks ago,a year ago,a month ago,1
male,widowed,89876544545,Valid INEC Voter’s Card,no,salary loan,30000,36000,0,3,1985,above ten years,Driver,contract,no,yes,Graduate,Mansion,five rooms,Living with Parents/Friends/Family,good,a month ago,a month ago,less than three weeks ago,1
male,divorced,67654346587,NIN,no,secured overdraft,40000,37000,0,2,1964,two years,Laborer,contract,yes,no,Post Graduate,Bungalow,four rooms,Rented,very bad,two months ago,less than three weeks ago,less than three weeks ago,0
female,single,87656787656,Int’l Passport,yes,secured overdraft,1000000,38000,46000,4,1972,above ten years,Driver,contract,yes,yes,Graduate,face-me i face-you,one room,Official Quarters,very good,a month ago,less than three weeks ago,less than three weeks ago,0
male,widowed,76567898876,National ID Card,yes,personal home loan,2000000,39000,57000,4,1959,three years,teacher,permanet,yes,yes,Primary School Leaving Certificate,face-me i face-you,four rooms,Living with Parents/Friends/Family,very bad,less than three weeks ago,two months ago,less than three weeks ago,1
female,divorced,35487579877,Valid INEC Voter’s Card,no,salary loan,180000,39777,7300,4,1988,above ten years,Driver,permanet,yes,no,Graduate,face-me i face-you,five rooms,Rented,very good,less than three weeks ago,a year ago,less than three weeks ago,1
female,single,56876756459,National ID Card,no,secured overdraft,220000,4100,34000,5,1976,two years,Laborer,permanet,yes,no,Secondary School,block of flats,one room,Official Quarters,bad,less than three weeks ago,a month ago,less than three weeks ago,1
female,divorced,68645465796,NIN,yes,salary loan,600000,4200,43000,4,2004,three years,Driver,contract,yes,yes,Secondary School,Mansion,four rooms,Rented,very bad,a month ago,a month ago,less than three weeks ago,0
male,divorced,86765897647,NIN,yes,secured overdraft,,4300,87000,2,2007,less than one year,Laborer,permanet,no,yes,Post Graduate,Penthouse,one room,Rented,bad,a month ago,a year ago,less than three weeks ago,1
female,single,57536349776,Valid INEC Voter’s Card,yes,joint mortgage,300000,4400,300,12,1963,five years,teacher,contract,yes,no,Graduate,Semi-detached,five rooms,Living with Parents/Friends/Family,good,less than six months,a month ago,three months ago,0
female,widowed,75465648574,National ID Card,yes,joint mortgage,200000,4500,90000,4,1967,two years,Driver,permanet,yes,no,Primary School Leaving Certificate,Bungalow,Studio,Rented,bad,less than three weeks ago,a month ago,less than three weeks ago,0
female,single,98758937544,National Driver’s Licence,yes,automobile loan,108000,4600,76500,6,1994,four years,teacher,contract,no,yes,Post Graduate,face-me i face-you,four rooms,Rented,good,a month ago,less than three weeks ago,two months ago,1
female,widowed,64897698763,Int’l Passport,yes,personal home loan,60000,4700,4345,7,1994,less than one year,Driver,permanet,yes,yes,Graduate,face-me i face-you,four rooms,Official Quarters,good,a month ago,less than three weeks ago,less than three weeks ago,0
male,single,57965836385,National ID Card,no,personal home loan,10000,4700,0,1,1983,three years,Laborer,contract,yes,yes,Primary School Leaving Certificate,Terraced,Studio,owned,bad,less than three weeks ago,less than six months,a month ago,1
female,divorced,68876534654,NIN,yes,salary loan,390000,4900,0,0,1979,three years,Driver,permanet,yes,yes,Diploma,face-me i face-you,two rooms,Living with Parents/Friends/Family,very good,less than three weeks ago,two months ago,less than three weeks ago,0
male,single,88768545598,National Driver’s Licence,yes,secured overdraft,47000,5100,0,0,1985,two years,teacher,permanet,no,yes,Professional,block of flats,five rooms,Rented,good,less than three weeks ago,less than six months,a year ago,0
male,divorced,87654865854,NIN,no,secured overdraft,2000000,5200,0,0,1968,less than one year,Accountant,contract,yes,yes,Post Graduate,Detached,three rooms,Official Quarters,very bad,less than three weeks ago,three months ago,a month ago,1
male,widowed,71174822974,National ID Card,yes,personal home loan,180000,5300,0,8,1984,six years,Driver,contract,yes,no,Graduate,Bungalow,one room,Rented,good,a month ago,less than three weeks ago,a month ago,1
female,single,71349932551,National Driver’s Licence,yes,personal home loan,220000,84677,6000,2,1964,three years,Laborer,permanet,no,yes,Secondary School,Duplex,two rooms,Official Quarters,bad,less than six months,less than three weeks ago,a year ago,1
male,single,71525042128,National Driver’s Licence,yes,joint mortgage,600000,36400,8400,5,1972,two years,Accountant,contract,yes,yes,Diploma,face-me i face-you,Studio,Official Quarters,very good,a month ago,less than three weeks ago,a month ago,0
female,widowed,71700151705,Int’l Passport,no,automobile loan,280000,580000,0,7,1959,five years,teacher,contract,yes,no,Secondary School,Bungalow,three rooms,Rented,very bad,less than three weeks ago,two months ago,a month ago,1
male,widowed,71875261283,NIN,yes,joint mortgage,300000,80000,760,6,1988,seven years,Driver,permanet,yes,yes,Diploma,Semi-detached,one room,Rented,good,two months ago,two months ago,less than three weeks ago,0
male,widowed,72050370860,National ID Card,yes,salary loan,200000,432000,0,21,1976,two years,teacher,contract,yes,yes,Secondary School,Penthouse,four rooms,Rented,very bad,less than three weeks ago,a month ago,less than three weeks ago,0
female,widowed,72133385122,Int’l Passport,no,personal home loan,108000,7000000,6750,8,2004,two years,Driver,permanet,yes,yes,Graduate,Terraced,Studio,Rented,very good,a month ago,a month ago,less than three weeks ago,0
male,widowed,71847009127,NIN,yes,automobile loan,60000,45600,0,3,2007,eight years,teacher,contract,no,no,Secondary School,Bungalow,one room,Official Quarters,very bad,three months ago,a month ago,two months ago,0
male,divorced,71560633131,Int’l Passport,yes,salary loan,10000,32000,8000,4,1963,less than one year,Accountant,contract,yes,yes,Primary School Leaving Certificate,Detached,Studio,Living with Parents/Friends/Family,good,a month ago,a month ago,less than three weeks ago,1
female,divorced,71274257136,Int’l Passport,yes,joint mortgage,390000,65000,9000,7,1978,eight years,Driver,permanet,yes,yes,Diploma,block of flats,two rooms,Official Quarters,bad,less than three weeks ago,less than six months,a month ago,0
male,divorced,70987881141,Valid INEC Voter’s Card,yes,secured overdraft,47000,90000,5400,1,1962,nine years,teacher,permanet,yes,no,Professional,Bungalow,one room,owned,very good,two months ago,less than three weeks ago,three months ago,1
female,divorced,70701505145,National Driver’s Licence,yes,personal home loan,100000,63000,9300,1,1967,less than one year,Driver,permanet,yes,yes,Graduate,Mansion,two rooms,Living with Parents/Friends/Family,good,less than three weeks ago,a year ago,a month ago,1
female,single,70415129150,National Driver’s Licence,no,personal home loan,78000,7600,5600,1,1965,nine years,Accountant,contract,yes,yes,Post Graduate,block of flats,three rooms,Official Quarters,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,single,70128753154,NIN,yes,personal home loan,20000000,10000,0,1,2008,eight years,Driver,contract,yes,yes,Graduate,Penthouse,two rooms,Rented,very bad,a month ago,less than three weeks ago,two months ago,1
male,single,69842377159,Int’l Passport,yes,secured overdraft,500000,490000,0,2,2002,five years,Driver,contract,yes,yes,Professional,Bungalow,Studio,Official Quarters,good,a month ago,less than three weeks ago,less than three weeks ago,1
female,widowed,69556001163,Valid INEC Voter’s Card,yes,joint mortgage,30000,658000,7800,3,1998,nine years,Laborer,contract,yes,yes,Primary School Leaving Certificate,Terraced,one room,Living with Parents/Friends/Family,bad,less than three weeks ago,a month ago,less than three weeks ago,0
female,widowed,69269625168,National Driver’s Licence,yes,secured overdraft,50000,876000,3300,5,1972,two years,Accountant,permanet,yes,no,Post Graduate,Mansion,three rooms,Official Quarters,very good,less than three weeks ago,three months ago,a month ago,0
female,single,68983249172,NIN,yes,joint mortgage,200000,53000,700,2,1973,six years,Accountant,contract,yes,yes,Diploma,Semi-detached,three rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,less than three weeks ago,a month ago,1
female,widowed,68696873177,National ID Card,yes,personal home loan,4800000,100000,0,6,2006,five years,Laborer,permanet,yes,yes,Graduate,block of flats,four rooms,Official Quarters,bad,less than six months,a month ago,less than three weeks ago,1
male,single,68410497181,Valid INEC Voter’s Card,yes,automobile loan,1000000,500000,0,8,2000,four years,Driver,permanet,no,yes,Diploma,Detached,two rooms,Rented,very bad,a month ago,two months ago,less than three weeks ago,1
female,widowed,68124121186,NIN,yes,secured overdraft,20000,430000,700,3,2000,less than one year,Driver,permanet,no,yes,Primary School Leaving Certificate,block of flats,one room,Rented,good,less than three weeks ago,a month ago,less than three weeks ago,0
male,single,67837745190,National Driver’s Licence,yes,joint mortgage,7000000,30000000,69000,6,2000,seven years,Laborer,permanet,no,yes,Post Graduate,Bungalow,Studio,owned,very good,less than three weeks ago,less than three weeks ago,less than six months,1
male,widowed,67551369195,Valid INEC Voter’s Card,yes,automobile loan,100000,4000,0,2,1985,four years,Accountant,contract,no,yes,Diploma,Duplex,four rooms,Rented,very good,a year ago,less than three weeks ago,a month ago,0
male,divorced,67264993199,Valid INEC Voter’s Card,yes,personal home loan,700000,29992000,0,6,1964,six years,Driver,contract,yes,yes,Professional,Mansion,four rooms,Official Quarters,bad,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
female,divorced,66978617204,National ID Card,no,salary loan,40000,59988000,0,4,1972,less than one year,Accountant,permanet,yes,yes,Diploma,face-me i face-you,Studio,Living with Parents/Friends/Family,very bad,a month ago,a month ago,less than three weeks ago,1
male,single,66692241208,National ID Card,no,secured overdraft,30000,48000,0,2,1959,five years,Driver,contract,yes,yes,Secondary School,Penthouse,three rooms,Official Quarters,good,a year ago,a month ago,a year ago,0
female,widowed,66405865213,National Driver’s Licence,no,secured overdraft,71000,2000,0,45,1988,three years,Accountant,contract,no,yes,Secondary School,Detached,four rooms,Rented,bad,a month ago,less than six months,less than three weeks ago,1
male,widowed,66119489217,Valid INEC Voter’s Card,no,personal home loan,630000,570000,8900,8,1976,two years,Laborer,permanet,no,yes,Diploma,Bungalow,one room,Rented,very good,less than three weeks ago,less than three weeks ago,less than three weeks ago,0
male,widowed,65833113222,Int’l Passport,yes,automobile loan,130000,380000,1300,9,2004,eight years,Driver,contract,yes,no,Graduate,Semi-detached,five rooms,Official Quarters,bad,two months ago,a month ago,less than three weeks ago,0
female,widowed,65546737226,NIN,yes,personal home loan,400000,200000,54000,0,2007,three years,Laborer,contract,yes,no,Diploma,block of flats,Studio,Rented,good,less than three weeks ago,a month ago,a month ago,1
male,single,84365498275,National ID Card,yes,joint mortgage,19900,21000,0,5,1963,four years,Accountant,permanet,no,no,Secondary School,Terraced,Studio,owned,very bad,less than three weeks ago,less than three weeks ago,three months ago,1
male,widowed,70852488941,Valid INEC Voter’s Card,no,joint mortgage,100000,13000,76000,8,1999,six years,Accountant,permanet,yes,no,Primary School Leaving Certificate,Mansion,three rooms,Rented,very good,a month ago,less than three weeks ago,less than three weeks ago,1
female,divorced,71195952628,NIN,no,personal home loan,78000,83000,62000,0,1995,two years,Driver,permanet,yes,yes,Secondary School,Duplex,two rooms,Living with Parents/Friends/Family,bad,less than three weeks ago,less than three weeks ago,a month ago,0
male,widowed,71539416316,Int’l Passport,yes,personal home loan,20000000,70000,9800,3,1993,six years,Driver,contract,yes,yes,Diploma,block of flats,four rooms,Rented,very good,less than three weeks ago,less than three weeks ago,two months ago,1
